id,name,email,phone_number,age,gender,city,country,registration_date,last_login,purchase_amount,product_category,feedback_score
191,Michael Williams,michael.williams@test.org,275-412-8161,62,Male,Phoenix,Mexicoz,22-02-2022,09-08-2023 11:02,970.58,Books,6
588,Emily Doe,emily.doe@mail.net,,18,Female,Houston,India,06-12-2025,27-06-2025 15:57,892.3,Sports,4
42,Mary Wilson,mary.wilson@mail.net,550-161-7695,61a,Male,Houston,UK,23-10-2020,18-12-2022 08:08,899.44,Clothing,2
139,Michael Wilson,michael.wilson@mail.net,'+1 888 356 5490,57,Other,San Diego,Germany,17-05-2025,24-06-2025 11:19,948.54,Food,10
845,David Wilson,david.wilson@test.org,'+1 779 481 0523#,45,Other,Houston,USA,07/24/2024,10-10-2024 00:07,872.87,Electronics,2
502,David Jones,david.jones@example.com,,25,Female,Chicago,Germany,27-01-2021,04-11-2022 05:35,839.58,Electronics,2
6,John Miller,john.miller@test.org,,48,Female,Houston,Canada,08-05-2020,06/27/2025 00:56,35.13,Clothing,3
580,John Jones,john.jones@test.org,(053) 136-8939,26,Other,Chicago,France,09/18/2020,24-04-2024 00:48,871.37,Clothing,3
685,Sarah Doe,sarah.doe@test.org,4526804420,24,Male,Phoenix,UK,28-05-2025,06-04-2025 02:52,317.52,Books,1
176,Jane Miller,jane.miller@example.com,,31,Male,New York,France,04/23/2023,10-07-2023 14:23,681.85,Electronics,5
919,  Peter Smith  ,peter.smith@test.org,(844) 287-6556,62,Female,New York,France,19-08-2022,01-02-2024 09:35,405.14,Clothing,1
642,John Miller,john.miller@test.org,(497) 216-6985,67,Other,New York,France,07-04-2023,12-11-2024 14:50,230.96,Home Goods,5
517,John Jones,john.jones@test.org,238-329-4000,,Other,Houston,Australia,08/14/2021,,288.61,Electronics,1
33,Peter Doe,peter.doe@mail.net,2823306866,26,Female,Phoenix,Germany,29-10-2024,04-07-2025 03:52,881.94,Food,5
433,Sarah Brown,sarah.brown@test.org,(470) 251-4389,60,Female,San Antonio,India,28-11-2023,26-07-2024 21:21,75.21,Clothing,5
719,Mary Davis,mary.davis@example.com,5473002346#,54,Other,Ph0enix,Canada,01/27/2020,22-12-2024 08:04,739.12,Electronics,1
288,Mary Davis,mary.davis@mail.net,(660) 861-6637,37,Male,Chicago,Germany,27-12-2021,12/23/2024 22:31,,Clothing,3
332,Mary Brown,mary.brown@example.com,'+1 032 161 3590,38,Other,San Diego,France,20-02-2023,08/19/2024 05:21,598.57,Sports,2
406,Sarah Davis,sarah.davis@example.com,(858) 825-1956,39,other,Houston,Germany,03-03-2023,31-07-2023 12:53,455.1,Sports,5
171,David Doe,david.doe@example.com,(072) 380-5954a,41,Male,Houston,USA,22-12-2021,07/13/2025 02:51,752.18,Books,6
694,Emily Doe,emily.doe@mail.net,'+1 430 643 3420,57,male,New York,India,13-03-2022,26-07-2023 05:16,334.29,Sports,0
828,Mary Jones,mary.jones@test.org,'+1 704 516 5669,23,Other,Phoenix,USA,03-07-2025,15-07-2025 00:31,86.93,Sports,10
272,Mary Brown,mary.brown@mail.net,(533) 477-6885,48,Male,New York,Canada,07/14/2025,19-07-2025 22:22,,Books,3
98,Mary Miller,mary.miller@example.com,(074) 461-4936,61,Other,Houston,Australia,26-01-2022,12-02-2023 22:16,445.86,Home Goods,3
97,David Smith,david.smith@example.com,,42,Male,,Franceq,09/13/2023,10-01-2024 11:59,964.01,Clothing,5
871,Sarah Doe,sarah.doe@example.com,381-422-3652,35,Other,,Germany,20-12-2023,09-07-2025 01:12,59.73,Books,1
316,Peter Brown,peter.brown@example.com,(479) 813-2444,37,Other, San Diego ,France,04-01-2020,04-09-2024 15:02,669.19,Food,2
234,John Brown,john.brown@mail.net,'+1 200 378 1083,27,Male,San Antonio,Australia,05-11-2024,06/19/2025 09:36,349.91,Home Goods,3
155,Jane Brown,jane.brown@example.com,388-646-1147,52,Other,Phoenix,USA,13-06-2022,07-06-2025 10:54,375.78,Books,5
720,Jane Brown,jane.brown@test.org,410-210-7447,70,Female,Phoenix,USA,05/17/2020,08-08-2020 16:35,765.16,Sports,2
569,David Williams,david.williams@test.org,1203043477,23,Female,Houston,UK,10-05-2023,30-09-2024 03:03,,Electronics,4
672,Peter Miller,peter.miller@mail.net,(878) 275-5284,52,Other,Los Angeles,Germany,04/22/2021,05-08-2021 11:40,502.54,Food,4
181,Sarah Miller,sarah.miller@mail.net,9208512624!,200,Other,San Diego,USA,27-08-2021,30-07-2023 15:16,940.04,Sports,3
638,Mary Jones,mary.jones@example.com,462-771-4095,30,Male,San Antonio,France,03/18/2024,18-11-2024 08:50,319.06,Cl0thing,3
304,Jane Wilson,jane.wilson@test.org,9125279532,44,Female,Chicag0,Mexico,16-10-2020,13-10-2023 01:37,154.08,Electronics,2
35,Peter Davis,peter.davis@mail.net,6452322154,38,Other,Philadelphia,USA,05-04-2023,07/27/2024 05:59,620.11,Sports,2
121,David Williams,david.williams@test.org,1551902936,18,Female,Philadelphia,Germany,03-04-2021,16-01-2023 17:29,616.13,Electronics,3
792,Sarah Miller,sarah.millerexample.com,6518817578,31,Female,San Antonio,France,03-05-2020,10/16/2020 12:40,623.49,Food,2
920,John Williams,john.williams@example.com,3827505124,54,Female,New York,Mexico,02-12-2022,19-06-2023 23:07,979.7,Home Goods,4
312,Emily Williams,emily.williams@test.org,9295500026,67,Male,San Diego,UK,03-02-2021,11-07-2022 08:43,132.89,Sports,2
61,Peter Miller,,(550) 041-1092,43,Other,Los Angeles,UK,02-05-2021,23-11-2021 22:24,424.06,Clothing,1
456,Jane Williams,jane.williams@test.org,,30,Other,New York,Australia,17-10-2022,09/29/2024 10:44,841.66,Books,3
922,Sarah Wilson,sarah.wilson@example.com,324-376-3978,55,Female,Houston,Atlantis,06/27/2020,18-11-2022 12:13,380.31,Electronics,2
52,Michael Jones,michael.jones@mail.net,'+1 138 206 4225,66,Other,Philadelphia,Germany,24-02-2024,11/30/2024 18:35,818.1,Clothing,4
984,Sarah Smith,sarah.smith@test.org,(999) 223-4514,20,male,Philadelphia,Canada,14-12-2020,04-04-2021 15:52,520.6,Sports,5
416,Jane Smith,jane.smith@example.com,8255064990,57,Other,Philadelphia,India,12-12-2021,13-02-2022 18:37,323.8,Home Goods,5
152,Jane Wilson,jane.wilson@example.com,8318028245,25,Male,Los Angeles,Mexico,11-03-2020,09/20/2021 18:55,30.21,Clothing,3
508,Emily Jones,emily.jones@test.org,250-930-2272,68,Other,Chicago,USAz,04-10-2021,04/22/2023 15:03,517.77,Books,2
290,John Brown,john.brown@example.com,604-659-2589,54,Male,San Diego,Germany,12-01-2021,12/23/2024 00:16,877.83,Food,5
371,Mary Williams,mary.williams@test.org,,45,Female,Chicago,Germany,21-10-2024,12-12-2024 10:53,,Books,1
402,Mary Davis,mary.davis@test.org,4339122912,33,Malee,Los Angeles,UKz,18-12-2024,06/29/2025 09:12,894.32,Books,3
447,John Doe,john.doe@test.org,(596) 917-3428,57,Male,New York,Germany,13-02-2024,25-06-2024 06:25,961.89,Books,5
334,Sarah Brown,sarah.brown@test.org,718-482-3829,64,Female, Houston ,Mexico,12-02-2024,17-12-2024 03:14,714.07,Clothing,4
305,Sarah Davis,sarah.davis@test.org,891788357,23,Other,San Diego,USA,16-08-2021,03-10-2024 11:57,946.55,Books,4
793,Sarah Miller,sarah.miller@example.com,(202) 817-4700,69,Male,Phoenix,UK,03/28/2022,04-08-2025 18:20,50000,Electr0nics,3
343,John Wilson,john.wilson@example.com,,,Male, Philadelphia ,USA,04-12-2024,10-01-2025 08:47,536.39,Books,1
199,Peter Miller,peter.miller@test.org,,19,Female,San Antonio,India,01-12-2020,10-07-2022 03:22,743.01,Clothing,10
7,Sarah Jones,sarah.jonesmail.net,379-706-5490,19,Female,San Diego,UK,05/16/2023,13-10-2024 13:25,424.06,Electronics,3
335,Sarah Miller,sarah.miller@mail.net,(515) 362-9862,20,Other,San Diego,Canada,15-07-2025,23-07-2025 19:33,50000,Food,3
738,Mary Smith,mary.smith@example.com,643-132-4107,25,Malee,Houston,Mexico,30-12-2023,03-05-2025 19:29,224.79,Electronics,5
64,Michael Williams,michael.williams@example.com,,46,Female,Phoenix,UK,21-09-2022,08-12-2022 06:02,331.63,Sports,1
213,Sarah Brown,sarah.brown@example.com,3989665083,28,FEMALE,Ph0enix,Mexico,08-03-2023,14-05-2024 23:36,801.42,Home Goods,3
908,Michael Davis,michael.davis@example.com,'+1 321 096 1420,,Other,San Diego,USA,18-02-2025,10-03-2025 11:45,564.25,Sports,4
374,Peter Davis,peter.davis@mail.net,'+1 146 990 6622,21,Male,Philadelphia,Germany,15-01-2022,,343.47,Electronics,1
903,Michael Brown,michael.brown@example.com,(244) 134-3487,25,Other,San Antonio,Mexico,19-07-2024,06/27/2025 01:08,826.48,Home Goods,5
306,David Doe,david.doe@mail.net,1934997870,50,Female,Houston,Germany,11-04-2021,31-12-2024 22:34,459.56,Electronics,2
432,Mary Davis,mary.davis@mail.net,'+1 169 838 7597,66,Female,Houston,Australia,05/29/2025,31-05-2025 11:55,426.22,Home Goods,1
817,David Wilson,david.wilson@example.com,411-983-8826,52,other,Los Angeles,Australiax,01-05-2023,10-09-2023 09:57,790.22,Books,3
807,S@r@h Brown,sarah.brown@example.com,0889787011!,45,Male,Houston,Mexico,09-06-2020,27-08-2022 05:48,554.56,Food,1
644,Jane Wilson,jane.wilson@example.com,7097371644,34,Male,Phoenix,Mexico,07-03-2023,03/18/2023 12:45,965.32,Home Goods,1
471,Peter Williams,peter.williams@example.com,6805637950,25,Other,Los Angeles,Australia,26-10-2022,17-03-2024 08:05,137.45,Food,4
990,Mary Wilson,mary.wilson@example.com,811-850-9692,52,Other,San Antonio,UK,12-08-2024,10-07-2024 07:07,800.68,Books,4
385,John Brown,john.brown@test.org,713-920-5814,50,Female,Los Angeles,USA,10-06-2025,24-07-2025 14:28,862.35,Clothing,3
133,Peter Davis,peter.davis@example.com,,70a,Female,Los Angeles,France,18-11-2024,01-02-2025 19:26,927.02,Sports,1
609,John Williams,john.williams@mail.net,657-818-8625,27,Female,Philadelphia,Mexico,08-10-2022,27-05-2025 14:28,167.56,Home Goods,1
970,Emily Miller,emily.miller@test.org,(178) 329-3931,26,Female,Phoenix,India,02-02-2021,21-07-2025 10:33,152.88,Home Goods,5
236,David Davis,david.davis@example.com,(462) 216-4822,34,Other,,USA,03-07-2025,04-03-2025 23:55,222.07,Clothing,4
636,Mary Brown,mary.brown@test.org,(029) 826-1116,47,female,Phoenix,France,27-06-2024,,316.6,Food,4
696,Peter Jones,peter.jones@mail.net,'+1 051 624 5616,26,Other,Houston,USA,03/21/2025,06-12-2025 20:46,574.3,Books,2
520,Sarah Williams,sarah.williams@test.org,'+1 371 515 6249,27,Other,Philadelphia,Narnia,07-07-2023,01/18/2025 04:24,844.91,Home Goods,3
380,Sarah Davis,sarah.davis@example.com,(300) 605-2947,39,other,,Mexico,24-01-2021,,105.58,Books,4
932,Michael Williams,michael.williams@test.org,1778544006,24,Other,San Diego,USA,01-04-2023,25-11-2024 18:13,16.08,Electronics,2
916,Sarah Davis,sarah.davis@mail.net,6183523791,66,Other, Houston ,Australia,04-05-2022,22-05-2025 07:07,771.33,Clothing,4
319,Jane Williams,,9396629246,62,Other,Los Angeles,Mexico,04-11-2024,25-06-2025 01:08,,Clothing,4
41,John Brown,john.brown@mail.net,2074829921,58,Male,New York,Mexico,05-02-2025,29-05-2025 15:06,195.63,Books,5
223,David Williams,david.williams@mail.net,'+1 291 302 8749,41,Female,Chicago,UK,06-07-2020,,71.41,Electronics,1
296,Michael Williams,michael.williams@mail.net,8155035019,47,Female,New York,USA,09-07-2025,22-07-2025 00:28,109.59,Books,4
949,John Williams,john.williams@mail.net,5276502681,41,Male, Los Angeles ,India,04-09-2023,08-01-2024 00:16,117.94,Clothing,1
156,Sarah Jones,sarah.jones@example.com,562-401-3561,60,Male,,Germany,20-05-2023,16-12-2023 12:04,802.22,Clothing,6
294,Sarah Wilson,sarah.wilson@test.org,(756) 182-1098,42,male,Chicago,Australia,24-04-2024,02/21/2025 11:15,993.5,Books,1
498,David Smith,david.smith@example.com,6455891626,65,Male,San Antonio,Germany,30-12-2024,28-06-2025 06:38,570.26,Home Goods,3
809,Peter Doe,peter.doe@example.com,,58,Male, New York ,UK,09-08-2020,01-02-2022 10:53,204.04,Sports,10
605,Emily Smith,emily.smith@example.com,'+1 838 234 1212,39,Female,,Canada,09-02-2020,22-11-2020 21:06,50000,Books,4
847,Emily Doe,emily.doe@mail.net,668-168-9969,70,Male,Houston,Australia,21-08-2024,11-08-2024 04:40,730.5,Home Goods,4
226,Sarah Wilson,sarah.wilson@example.com,,22,Feemalee,Phoenix,USA,08/27/2024,03-09-2025 05:12,273.88,Electronics,2
107,Michael Miller,michael.miller@test.org,(226) 562-8047,60,Male,Houston,France,11-09-2020,31-10-2022 11:17,350.34,Clothing,5
117,Mary Jones,mary.jones@test.org,130-199-7173,,Other,Chicago,USA,09/13/2023,10-03-2025 10:52,340.92,Food,4
85,Michael Smith,michael.smith@test.org,(225) 026-1941,34,Other,Phoenix,Australia,27-12-2020,16-12-2024 11:52,911.24,Clothing,5
132,Mary Wilson,mary.wilson@mail.net,311-818-1376,63,Female,Phoenix,France,10-10-2022,06-01-2024 07:38,83.27,Sports,3
549,Peter Smith,peter.smith@test.org,'+1 865 411 5422,39,Female,Chicago,Germany,25-01-2020,02-05-2021 14:13,876.17,Food,2
253,Sarah Jones,sarah.jones@test.org,'+1 376 853 5554,34,Female,San Diego,USA,30-03-2024,15-09-2024 04:34,482.72,Books,2
339,John Jones,john.jones@test.org,'+1 237 685 8307,54,Feemalee,Phoenix,India,18-08-2023,12-04-2025 21:58,193.49,Electronics,2
688,Jane Davis,jane.davis@test.org,1084710693,40,Other,New York,Canada,01/27/2020,04-08-2020 04:40,620.31,Books,2
361,David Wilson,david.wilson@mail.net,'+1 526 181 9701,39,Female,,Canadaq,10-02-2020,24-11-2023 14:42,77.83,Sports,1
618,Emily Doe,emily.doe@example.com,'+1 757 320 2246,22,Female,San Diego,Germany,09-05-2021,02/23/2024 01:56,768.68,Home Goods,1
142,Sarah Jones,sarah.jones@test.org,(542) 575-4815,41,Other,Philadelphia,Germany,24-08-2021,03-07-2023 18:07,833.39,Food,10
556,Peter Brown,peter.brown@mail.net,(655) 368-9409,22,Other,,Australia,26-10-2022,08-06-2023 01:39,,Home Goods,1
2,John Davis,john.davis@example.com,'+1 266 043 1339,33,Female,Chicago,Mexico,02-10-2025,04-05-2025 12:20,25.24,Books,2
473,John Williams,john.williams@mail.net,100-906-0428,43,Female,Chicago,Germany,01-10-2025,07/20/2025 03:37,455.47,Sports,4
185,Mary Davis,mary.davis@example.com,290-072-2763,25a,Male,Chicago,Mexico,14-02-2020,03-10-2021 07:18,320.93,Books,5
670,Peter Williams,peter.williams@example.com,230-926-4859,45,Male,Phoenix,UK,04-04-2020,17-12-2020 16:00,155.97,Sports,3
127,Emily Williams,,215-758-4772,55,Other,Los Angeles,Mexico,12-06-2025,12-06-2025 15:51,916.51,Electronics,4
88,John Davis,john.davis@test.org,2485842473,67,Female,Los Angeles,USA,30-07-2020,07-01-2024 02:25,292.59,Electronics,4
123,Mary Smith,mary.smith@example.com,3036534151,35,Female, Los Angeles ,Australia,06-11-2020,22-06-2025 19:55,920.3,Food,4
604,Michael Doe,michael.doe@test.org,6225631097,66,Female,Los Angeles,Australiax,04-09-2024,13-09-2024 16:38,60.37,Sports,5
208,Peter Doe,peter.doe@mail.net,(954) 702-9258,29,Other,Los Angeles,UKx,24-08-2024,16-10-2024 15:43,713.56,Electronics,2
610,Michael Jones,michael.jones@test.org,8827554848,49,other,Chicago,Atlantis,22-11-2022,09/21/2024 21:43,508.03,Food,2
206,Jane Smith,jane.smith@test.org,'+1 086 756 2651,63,Female,San Diego,Australia,12-01-2023,19-01-2024 02:18,751.05,Food,3
18,Emily Wilson,emily.wilson@mail.net,(069) 134-5317,69,Malee,Chicago,Germany,12/31/2021,02-05-2023 08:26,568.23,Books,4
519,Emily Jones,emily.jones@test.org,'+1 964 350 2483,33,Other, Chicago ,India,04-01-2025,03-05-2025 02:39,888.76,Food,2
835,Emily Doe,emily.doe@example.com,2604995756,29,Other,New York,Canada,01-02-2023,27-01-2025 03:58,701.26,Books,3
561,David Smith,david.smith@example.com,(171) 873-2773,58,Female,Los Angeles,France,11-07-2022,03-12-2023 22:17,247.97,Home Goods,5
105,David Wilson,david.wilson@test.org,(127) 663-3146,36,Male,Houston,Mexico,27-07-2025,27-07-2025 23:38,644.54,Electronics,4
195,John Davis,john.davis@example.com,'+1 689 430 7102,29,Male,,UK,02-07-2021,25-11-2021 15:48,951.76,Sports,2
601,Emily Brown,emily.brown@test.org,(919) 449-7803,36,Other,San Antonio,Canada,14-07-2020,08/21/2020 23:32,564.04,Books,5
893,John Williams,john.williams@mail.net,(872) 645-0058,68,Female, Phoenix ,Australia,09-01-2021,08-01-2022 02:15,676.34,Food,1
702,Emily Williams,emily.williams@mail.net,985-333-3926,47,Male,Los Angeles,Mexico,02/21/2020,04/19/2024 03:15,457.67,Books,1
348,Emily Smith,emily.smith@test.org,5791311152,65,Male,Chicago,UK,04-05-2023,,832.2,Home Goods,3
409,Michael Doe,michael.doe@example.com,940-946-8340,43,Malee,Los Angeles,Mexico,19-03-2020,17-10-2022 18:01,,Books,3
896,Michael Miller,michael.miller@example.com,(878) 649-7032,36,Male,,Germany,20-03-2023,07-12-2024 14:30,475.65,Electronics,4
560,John Wilson,john.wilson@mail.net,639877702,20,FEMALE,Phoenix,Canada,06-07-2025,12-06-2025 01:32,510.52,Cl0thing,5
515,Mary Doe,mary.doe@mail.net,(949) 695-3728,61,Female,Philadelphia,Canada,07-12-2021,02/27/2023 04:25,358.79,Clothing,3
150,Jane Doe,jane.doe@example.com,939-933-7953,29,Male,San Antonio,Australia,11-07-2025,07/27/2025 17:47,808.4,Home Goods,1
58,  Mary Williams  ,mary.williams@test.org,2330071928,55,Male, San Antonio ,Canada,07/14/2022,06/15/2024 19:07,712.98,Clothing,1
410,John Miller,john.miller@test.org,(393) 613-3425,44,Malee,New York,Mexico,04-10-2021,04/14/2024 03:01,720.44,Clothing,5
522,Jane Miller,jane.miller@test.org,'+1 267 708 2840,36,Other,Houston,USA,16-01-2025,01-05-2025 06:33,122.47,Food,4
225,Jane Brown,jane.brown@mail.net,3399306734,18,Female,Phoenix,Australia,04/23/2023,28-08-2023 17:33,685.73,Books,3
187,Jane Wilson,jane.wilson@test.org,8857109444,56,Other,Los Angeles,France,27-02-2020,27-09-2022 13:54,660.6,Electronics,5
643,John Doe,john.doe@test.org,'+1 987 748 7950,20,Male,Houston,Germany,07-12-2020,02-12-2023 19:55,179.48,Electronics,1
884,Michael Smith,michael.smith@example.com,(232) 192-8343,48,female,Los Angeles,USA,12/14/2024,06/18/2025 17:25,849.04,Books,5
668,David Miller,david.miller@mail.net,,,Male,Chicago,Mexico,18-03-2020,29-07-2022 13:31,276.07,Sports,2
47,Michael Smith,michael.smith@example.com,(657) 701-3350,31,Male,San Antonio,Mexico,04-10-2021,31-07-2024 18:48,377.24,Food,1
247,Jane Smith,jane.smith@mail.net,'+1 669 092 3093,60,Female,Houston,Germany,29-09-2023,10-04-2024 22:23,206.27,Sports,5
239,Emily Smith,emily.smith@test.org,,69,Male,San Ant0ni0,UK,17-09-2024,,494.92,Clothing,2
667,Sarah Doe,sarah.doe@example.com,531-346-9508,64,Other,Philadelphia,Mexico,27-01-2021,09-10-2024 21:47,59.4,Books,2
328,Mary Davis,mary.davis@test.org,023-492-7773,54,MALE,New York,Canada,02/25/2023,11-10-2023 02:05,17.31,Electronics,1
983,Mary Wilson,mary.wilson@mail.net,'+1 206 622 0143,62,Other,Chicago,Canada,01-11-2021,12/27/2022 06:14,865.23,Home Goods,3
739,Emily Jones,emily.jones@mail.net,(510) 427-2023,61,Female,Phoenix,Mexico,06-04-2020,,-10,Electronics,4
628,  Jane Brown  ,jane.brown@mail.net,'+1 840 286 0901,31,Female,San Antonio,Germany,04/24/2020,03-09-2023 21:54,655.5,Books,3
744,Emily Doe,emily.doe@mail.net,'+1 521 081 9959,37,Female,San Diego,Australia,20-05-2020,,241.86,H0me G00ds,2
769,Emily Doe,emily.doe@example.com,'+1 699 681 0434,68,MALE,New York,Canada,20-05-2021,,804.12,Home Goods,4
575,Sarah Wilson,sarah.wilson@test.org,'+1 257 783 8080,35,Male,Chicago,Mexico,03-03-2025,06/18/2025 09:29,,Sports,2
317,John Jones,john.jones@mail.net,883-574-9052,46,Other,Phoenix,India,20-10-2022,19-11-2023 00:23,530.01,Clothing,3
81,Peter Doe,peter.doe@example.com,'+1 504 683 6191,22,Male,New York,Atlantis,07/30/2020,13-11-2021 06:46,721.75,Books,2
362,Jane Miller,jane.miller@test.org,'+1 447 573 8121!,60,Female, San Diego ,France,21-04-2020,15-04-2024 08:32,520.34,Clothing,4
20,Emily Brown,emily.brown@mail.net,(940) 309-5173,20,Other, New York ,Canada,28-08-2021,20-11-2022 22:38,25.51,Clothing,3
855,Emily Williams,emily.williams@mail.net,'+1 921 552 6704,69,Other,San Antonio,Australia,17-03-2025,04/14/2025 11:09,273.51,Electr0nics,5
461,Emily Smith,emily.smith@example.com,188-776-7500,38,Male,Philadelphia,Australia,06-04-2020,24-02-2021 05:22,569.32,Clothing,3
381,Emily Davis,emily.davis@example.com,(501) 632-3895,48,Other,San Antonio,USA,10/15/2024,31-03-2025 13:21,679.36,Clothing,2
991,John Smith,john.smith@example.com,(332) 075-5891,31,Male,Philadelphia,USA,20-02-2025,11-03-2025 06:11,705.06,Clothing,5
72,Jane Smith,jane.smith@test.org,(145) 854-1446,31,Female,New York,Australia,25-10-2024,02-01-2025 08:31,15.55,Home Goods,3
37,Emily Davis,emily.davis@example.com,161-675-5758,19,Male,Chicago,Mexicoq,08/24/2024,12-07-2024 07:39,286.45,Books,1
679,Peter Miller,peter.miller@example.com,759-592-6701,70,Other,Phoenix,USA,04-10-2020,08/16/2024 18:54,31.31,Home Goods,3
907,Jane Jones,jane.jones@example.com,(282) 456-6640,46,Female,Philadelphia,India,12-04-2024,06-07-2025 08:38,741.19,Clothing,4
755,Michael Miller,michael.miller@mail.net,'+1 736 373 2786,25,other,New York,India,15-03-2020,04/18/2024 06:45,657.79,Sports,3
513,Sarah Davis,sarah.davis@test.org,'+1 132 070 9090a,67,Other,Chicago,Mexico,12/19/2024,17-07-2025 18:43,399.43,Electronics,5
418,John Smith,john.smith@test.org,148-435-5274,37,Other,Houston,India,24-06-2024,18-10-2024 17:16,401.2,Books,3
57,Peter Wilson,peter.wilson@example.com,2710620577,38,Female,San Antonio,Mexicoq,08-08-2020,11-07-2025 10:18,-10,Food,2
888,  Michael Jones  ,michael.jones@example.com,1772164051,55,Other,Chicago,India,22-06-2021,04-10-2024 07:31,80.71,Sports,1
977,Michael Miller,michael.miller@mail.net,'+1 656 588 6242,-5,Female,San Antonio,USA,25-02-2025,03/13/2025 16:05,223.12,Electronics,4
948,Peter Smith,peter.smith@mail.net,'+1 685 503 8670,26,Other,Phoenix,Canada,05/15/2025,05/22/2025 14:54,399.26,Food,3
5,Sarah Wilson,sarah.wilson@mail.net,716-735-3228,30,Male,Chicago,USA,03-08-2022,18-06-2023 06:36,396.35,Clothing,5
506,Jane Smith,,442-888-3520,40,Female,Los Angeles,Germany,27-02-2025,28-04-2025 12:35,213.75,Sports,2
930,Emily Williams,emily.williams@test.org,9946901046,,Male,New York,Mexico,21-06-2024,16-12-2024 16:29,925.1,Home Goods,5
479,David Smith,david.smith@mail.net,(586) 896-8892,23,Female,San Diego,USA,06-06-2020,03-03-2022 00:15,447.63,Books,2
728,Mary Brown,mary.brown@mail.net,'+1 620 451 3886,62,Other,Los Angeles,USA,29-01-2020,02-11-2020 17:18,292.49,Books,4
727,Peter Jones,peter.jones@test.org,(509) 889-6213,150,Feemalee,Philadelphia,Canada,21-10-2024,,330.86,Sports,5
974,Emily Miller,emily.miller@mail.net,,37,OTHER,San Diego,Canada,05-01-2023,02-02-2024 21:02,113.36,Electronics,5
536,David Smith,david.smith@mail.net,369-708-3661,32,Male,Houston,Australia,28-10-2020,22-03-2025 16:53,317.69,Food,1
391,Michael Miller,,2852691476,47,FEMALE,Philadelphia,USA,09-04-2025,06/20/2025 18:08,303.65,Sports,0
587,Emily Brown,emily.brown@mail.net,9043138699,60,Male,New York,Australia,08-11-2021,31-03-2024 16:12,883.96,Sports,4
231,Jane Smith,jane.smith@test.org,'+1 925 935 2215,21,Female,,India,16-07-2020,01/17/2021 23:43,371.56,Books,3
174,John Brown,john.brown@mail.net,3052408668,61,Female,New York,Canada,18-10-2020,05-11-2022 14:59,53.94,Electronics,2
527,John Doe,john.doe@example.com,'+1 023 930 2411,18,Female, San Diego ,Narnia,17-05-2025,21-06-2025 20:09,626.22,Home Goods,5
681,Emily Brown,emily.brown@mail.net,340-790-7214,27,Male,Houston,France,30-06-2021,06-01-2025 03:21,218.75,Home Goods,4
654,Peter Wilson,peter.wilson@test.org,'+1 057 311 4959,33,Male,San Ant0ni0,Australia,02/28/2022,08/18/2024 05:43,48.91,Sports,3
229,Mary Smith,mary.smith@mail.net,5315466087,69,Male,San Antonio,UK,09/23/2024,17-05-2025 09:47,881.59,Books,4
282,Sarah Smith,sarah.smith@example.com,'+1 165 036 2055,-5,Male,Chicago,Germanyx,24-01-2025,15-03-2025 04:30,976.27,Books,2
687,Mary Doe,mary.doe@example.com,492-065-1342,50,OTHER,Houston,India,28-10-2021,14-08-2023 05:53,699.11,Sports,5
602,Mary Doe,mary.doe@example.com,(171) 810-3380,63,FEMALE,Houston,Mexico,20-05-2021,09-04-2024 07:02,122.17,Food,1
1000,John Smith,john.smith@example.com,(800) 504-2617,62,Feemalee,Phoenix,India,14-05-2023,12/22/2023 17:15,208.35,Clothing,3
115,Sarah Jones,sarah.jones@mail.net,669-995-1804,56,Other,New York,USA,12/17/2022,,872.36,Books,5
389,Sarah Wilson,sarah.wilson@test.org,(350) 953-2452,70,Female,H0ust0n,India,22-02-2025,06-09-2025 15:28,950.6,Clothing,5
165,Mary Miller,mary.miller@mail.net,3902407656,30,Male,San Antonio,Germany,02-06-2021,04-08-2023 02:34,,Food,1
614,Mary Jones,mary.jonesexample.com,,25,Male,Chicago,Australia,18-05-2024,03/16/2025 03:43,165.68,Clothing,0
750,Mary Wilson,mary.wilson@example.com,8672729453,44,Female,Houston,Mexico,01/14/2023,05-12-2023 22:52,330,Food,5
537,Mary Jones,mary.jones@example.com,(193) 570-7223,23,Female,Phoenix,Germany,17-09-2020,06-02-2024 23:57,876.42,Electronics,2
619,Sarah Williams,sarah.williams@example.com,'+1 007 127 1180,60,Female,Houston,UK,10/16/2024,10-11-2024 06:28,,Home Goods,4
444,John Davis,john.davis@mail.net,4835526769,58,Other,New York,Germany,29-12-2022,02/26/2024 02:46,948.39,Books,2
621,Emily Brown,emily.brown@mail.net,4687161477,27,Other,Los Angeles,Francez,01/13/2024,25-04-2025 09:04,466.86,Clothing,2
87,Sarah Smith,sarah.smith@example.com,(850) 432-8422,33,Other, San Diego ,Mexico,17-03-2023,08/19/2024 01:34,893.14,Sports,1
408,Sarah Williams,sarah.williams@example.com,'+1 196 570 6784,57,Female,San Diego,Australia,20-05-2023,,735.23,Electronics,4
458,Mary Williams,mary.williams@test.org,3963654121,24,Feemalee,San Diego,UK,15-03-2024,,598.29,Clothing,1
524,John Williams,john.williams@mail.net,180-785-7289,30,Male,Philadelphia,India,27-02-2020,28-08-2023 06:40,933.32,Clothing,2
972,Sarah Miller,sarah.miller@example.com,'+1 869 355 4521,42,Other,San Diego,Narnia,05-01-2020,08/31/2020 04:35,66.76,Electronics,5
